Pitch,Time,TDRDF1,TDRDF2,TDRDF3,TDRDF4
3.4,21.85,114.1232102,113.8802916,114.2709167,114.0543049
3.4,21.9,114.6272015,114.30483,114.7827229,114.4627238
3.4,21.95,115.0189132,114.6598332,115.0705022,114.9412218
3.4,22,115.3712482,114.8502964,115.5295337,115.1536097
3.4,22.05,115.6334867,115.1292086,115.7497713,115.433476
3.4,22.1,115.8491857,115.3398066,115.9777066,115.7465129
3.4,22.15,115.8852431,115.4539001,116.2332936,115.7967581
3.4,22.2,116.1287236,115.5220875,116.2144708,115.8171984
3.4,22.25,116.0379459,115.6507057,116.1999047,115.9483645
3.4,22.3,116.1007565,115.5598949,116.3687952,115.9342605
3.4,22.35,115.9358906,115.5319672,116.2930261,115.6922082
3.4,22.4,115.7843157,115.3806713,115.9695348,115.5345826
3.4,22.45,115.6913867,114.9892929,115.8635324,115.4422166
3.4,22.5,115.4053726,114.7527446,115.5710355,115.0295794
3.4,22.55,114.961533,114.3696171,115.2688784,114.8087955
3.4,22.6,114.5732393,114.1125172,114.9417678,114.3567833
3.4,22.65,114.30237,113.6607059,114.5231503,113.9532568
3.4,22.7,113.7940608,113.1415924,113.8961879,113.4338202
3.4,22.75,113.1483364,112.5869846,113.3291499,112.8357286
3.4,22.8,112.6416408,112.0194814,112.767434,112.3118285
3.4,22.85,111.9563024,111.3411059,112.2077752,111.5987337
3.4,22.9,111.2510047,110.6927546,111.4024324,110.9576292
3.4,22.95,110.5147928,109.853926,110.8196971,110.1876483
3.4,23,109.6497286,109.0562448,109.9359394,109.4788106
3.4,23.05,108.8544206,108.2880313,109.2130981,108.6475261
3.4,23.1,108.0267956,107.4527662,108.3310128,107.7193253
3.4,23.15,107.124789,106.6708482,107.3581653,106.830857
3.4,23.2,106.229897,105.7970116,106.4160557,105.9368039
3.4,23.25,105.4115029,104.7464331,105.4888224,105.1708683
3.4,23.3,104.3415595,103.8146804,104.5991964,104.1838084
3.4,23.35,103.4554649,102.9947203,103.6752043,103.2287729
3.4,23.4,102.4148165,101.9729582,102.5862742,102.176518
3.4,23.45,101.4719008,101.0583225,101.6226008,101.1103287
3.4,23.5,100.4434997,100.0422971,100.5966312,100.0843434
3.4,23.55,99.4307945,99.03560482,99.42561689,99.10724127
3.4,23.6,98.33439789,98.06678416,98.47942861,98.21680665
3.4,23.65,97.40147214,96.99097631,97.40735565,97.18297613
3.4,23.7,96.26293565,96.09156536,96.34110199,96.23942032
3.4,23.75,95.34542434,95.03607289,95.41536036,95.16174352
3.4,23.8,94.29569191,94.07680469,94.45125729,94.20361448
3.4,23.85,93.29220496,93.22629001,93.51734816,93.15568457
3.4,23.9,92.30768227,92.3600937,92.48982708,92.32795895
3.4,23.95,91.39811677,91.4641159,91.59451911,91.48116736
3.4,24,90.60615182,90.57032116,90.6133191,90.48562138
3.4,24.05,89.67674122,89.61271434,89.73816286,89.66375611
3.4,24.1,88.78258364,88.86861041,88.9737847,88.91841011
3.4,24.15,88.03016823,88.19961947,88.15176101,88.14663648
3.4,24.2,87.37826104,87.33451425,87.33262883,87.25872863
3.4,24.25,86.59163352,86.6712738,86.49677309,86.72347858
3.4,24.3,85.98419278,86.13232298,85.92511319,86.06079156
3.4,24.35,85.32140245,85.57512963,85.31239976,85.37893593
3.4,24.4,84.66230866,84.90281848,84.59353558,84.85062192
3.4,24.45,84.15100203,84.56843078,84.12006434,84.39387719
3.4,24.5,83.82097288,84.01544681,83.70138921,83.94539288
3.4,24.55,83.33477345,83.74351202,83.1899957,83.55431743
3.4,24.6,82.99408306,83.38566041,82.84173106,83.17694582
3.4,24.65,82.59629699,83.12103471,82.51360685,82.87977059
3.4,24.7,82.43998729,82.97870051,82.3755558,82.70778626
3.4,24.75,82.32025764,82.78818504,82.07044799,82.38592405
3.4,24.8,82.21545073,82.56657676,81.88584734,82.44213274
3.4,24.85,82.07312289,82.58228333,81.99709449,82.33630387
3.4,24.9,82.20284901,82.52730681,81.8564509,82.41689649
3.4,24.95,82.08957167,82.66590447,82.01776309,82.37674419
3.4,25,82.22819914,82.938079,82.11888995,82.58065417
3.4,25.05,82.55254703,82.97252876,82.25870814,82.73441074
3.4,25.1,82.64672229,83.34599941,82.43228323,83.02121798
3.4,25.15,83.05533053,83.67759406,82.88213718,83.28989555
3.4,25.2,83.37515678,84.04620555,83.13976078,83.63840928
3.4,25.25,83.76200553,84.36489267,83.59772702,84.17716138
3.4,25.3,84.39041743,84.96772547,83.98802482,84.54782918
3.4,25.35,84.79156677,85.49946463,84.66366969,85.05315997
3.4,25.4,85.40746832,85.98850906,85.20436379,85.6791453
3.4,25.45,86.11984508,86.61302089,85.8130089,86.21869109
3.4,25.5,86.80110412,87.26415966,86.43754708,86.9496529
3.4,25.55,87.51707657,88.07465118,87.13894353,87.61704947
3.4,25.6,88.29300932,88.76727508,88.01626557,88.4672242
3.4,25.65,89.07770616,89.51691878,88.66450113,89.23038749
3.4,25.7,89.82389946,90.3688197,89.63243061,90.07845673
3.4,25.75,90.62885236,91.26483483,90.49287407,91.01929235
3.4,25.8,91.64828227,92.03806976,91.3786134,91.92572362
3.4,25.85,92.56637589,92.96267454,92.38573959,92.68325129
3.4,25.9,93.49457389,94.04750394,93.36173883,93.72439001
3.4,25.95,94.51991475,94.89181319,94.21465433,94.67349664
3.4,26,95.53475566,95.81327728,95.17200491,95.59779404
3.4,26.05,96.4134254,96.94300807,96.25735077,96.57084742
3.4,26.1,97.50487277,97.81597035,97.24067201,97.70742346
3.4,26.15,98.4041791,98.86074955,98.31431866,98.69588593
3.4,26.2,99.55049882,99.88112352,99.39726739,99.6494012
3.4,26.25,100.454907,100.7679877,100.3649057,100.6840395
3.4,26.3,101.5704817,101.87125,101.3009207,101.6319033
3.4,26.35,102.5405927,102.8498753,102.39542,102.7114186
3.4,26.4,103.5691368,103.682797,103.427648,103.7430695
3.4,26.45,104.5986292,104.608943,104.3590886,104.6667579
3.4,26.5,105.4634776,105.5507458,105.3417244,105.5225606
3.4,26.55,106.4996644,106.5757499,106.2795739,106.4393026
3.4,26.6,107.3306077,107.3536799,107.3517467,107.3850148
3.4,26.65,108.1130579,108.1835761,108.1120471,108.1313983
3.4,26.7,109.0142114,108.9623147,108.978116,109.1487365
3.4,26.75,109.7476856,109.6988008,109.9201725,109.8479094
3.4,26.8,110.5719547,110.5793939,110.556647,110.5021209
3.4,26.85,111.3137162,111.2865374,111.4209854,111.3930838
3.4,26.9,111.9619645,111.8388662,112.0316047,112.0132915
3.4,26.95,112.6374101,112.4207782,112.6654127,112.5903747
3.4,27,113.3014283,113.0433489,113.3001146,113.2405697
3.4,27.05,113.7980705,113.597292,113.9485539,113.7939569
3.4,27.1,114.2394108,113.9626455,114.4486099,114.133677
3.4,27.15,114.6887266,114.3439612,114.7349235,114.5847519
3.4,27.2,115.1655116,114.7497616,115.151447,114.8945873
3.4,27.25,115.4403029,114.9559482,115.6093713,115.3318891
3.4,27.3,115.7129015,115.277287,115.9033207,115.4749374
3.4,27.35,115.8189098,115.4114489,116.0597029,115.786452
3.4,27.4,116.036109,115.5946734,116.2425569,115.8717092
3.4,27.45,116.0990665,115.6878614,116.2130898,115.98251
3.4,27.5,116.1688575,115.6599348,116.2442958,115.8079994
3.4,27.55,116.1393819,115.5286451,116.2017964,115.8158599
3.4,27.6,115.9540517,115.4273495,116.264163,115.6801916
3.4,27.65,115.8143084,115.1792418,115.9567736,115.5092519
3.4,27.7,115.6361107,115.0612156,115.7780532,115.2614689
3.4,27.75,115.2745362,114.7781081,115.5181449,114.9504495
3.4,27.8,115.0052659,114.2955676,115.2665273,114.6847017
3.4,27.85,114.5735001,113.958694,114.7229967,114.2931816
3.4,27.9,114.1648632,113.5376108,114.2480998,113.9112964
3.4,27.95,113.4780732,112.9832622,113.8623025,113.2684312
3.4,28,112.977412,112.4006976,113.1800187,112.8181918
3.4,28.05,112.3131472,111.823573,112.6849693,112.1827231
3.4,28.1,111.7450241,111.198802,112.0643211,111.410074
3.4,28.15,111.1234529,110.3510615,111.3282581,110.8399268
3.4,28.2,110.3475217,109.7021317,110.5578773,109.9608928
3.4,28.25,109.4882325,108.8652616,109.8461667,109.1629777
3.4,28.3,108.7400348,108.071843,108.8653773,108.4963859
3.4,28.35,107.8274816,107.2295343,108.0323839,107.6018944
3.4,28.4,106.8851348,106.3055232,107.1619075,106.7016464
3.4,28.45,106.0902802,105.3939356,106.2493398,105.7751841
3.4,28.5,105.0368821,104.5445344,105.2557199,104.8445377
3.4,28.55,104.1296971,103.6532228,104.3025596,103.924479
3.4,28.6,103.1206454,102.7454354,103.2614103,102.8823135
3.4,28.65,102.0239949,101.7410829,102.2784363,101.8789417
3.4,28.7,101.0688262,100.7921332,101.3490475,100.9161208
3.4,28.75,100.0951051,99.71784226,100.2977831,99.879165
3.4,28.8,99.12500604,98.63037221,99.29648611,98.8927444
3.4,28.85,98.06292581,97.7269692,98.14683192,97.94312413
3.4,28.9,96.95442023,96.81451314,97.17144722,96.85723396
3.4,28.95,96.03391897,95.72502431,96.21706371,95.85301402
3.4,29,95.0745984,94.85675204,95.06887515,94.93176811
3.4,29.05,93.99632032,93.82038737,94.11636304,93.97593477
3.4,29.1,93.01466636,93.01508792,93.23011323,93.04875648
3.4,29.15,92.13928034,92.06875889,92.27308731,92.01840843
3.4,29.2,91.13395455,91.11819318,91.26675341,91.17883952
3.4,29.25,90.25225633,90.28938595,90.42395687,90.26028958
3.4,29.3,89.47962974,89.43822248,89.43738997,89.46185816
3.4,29.35,88.63246495,88.5971123,88.70405609,88.66405716
3.4,29.4,87.87909146,87.93749216,87.90436308,87.83137644
3.4,29.45,87.03627676,87.14423919,87.1061647,87.04765961
3.4,29.5,86.47651956,86.64847392,86.29495042,86.49692727
3.4,29.55,85.774818,85.87597078,85.67621526,85.72056993
3.4,29.6,85.20551309,85.33090096,85.1630205,85.25441759
3.4,29.65,84.66009029,84.80769555,84.50662203,84.68165457
3.4,29.7,84.00313657,84.38283209,83.98918724,84.09129931
3.4,29.75,83.65660434,84.00593606,83.58990156,83.77266012
3.4,29.8,83.21742788,83.677738,83.15691639,83.4620392
3.4,29.85,82.85144918,83.21252393,82.82738158,83.07198797
3.4,29.9,82.53368581,82.93616359,82.42637058,82.76958056
3.4,29.95,82.4051115,82.79908795,82.24347404,82.63999917
3.4,30,82.17843367,82.6130091,82.11520293,82.4039831
3.4,30.05,82.23407121,82.62257121,82.04219786,82.42003287
3.4,30.1,82.17826344,82.55031119,81.84481088,82.37998268
3.4,30.15,82.16770651,82.60913006,81.93222708,82.42992197
3.4,30.2,82.21884002,82.78657067,81.97115456,82.46618007
3.4,30.25,82.44544568,82.90095549,82.02818868,82.60896254
3.4,30.3,82.52285353,83.06876666,82.28116707,82.71092425
3.4,30.35,82.72013039,83.32645732,82.66334234,83.01757776
3.4,30.4,83.14093587,83.73944563,82.97970218,83.41030338
3.4,30.45,83.52055783,84.2076545,83.29186812,83.71447813
3.4,30.5,84.01342253,84.59152784,83.63916647,84.21422112
3.4,30.55,84.42612338,84.99893418,84.25311957,84.79274469
3.4,30.6,84.94087864,85.53621177,84.746382,85.27516935
3.4,30.65,85.61099283,86.19861709,85.36634568,85.86636655
3.4,30.7,86.2156855,86.81867848,86.01136219,86.47448732
3.4,30.75,86.93152058,87.41966087,86.73914602,87.22738672
3.4,30.8,87.57448785,88.16193152,87.34372026,87.94172324
3.4,30.85,88.431549,88.91963688,88.23852771,88.59661452
3.4,30.9,89.28134846,89.80640308,89.03815687,89.45891358
3.4,30.95,90.01425053,90.6347415,89.88772995,90.36413925
3.4,31,91.03408262,91.44289237,90.81530447,91.12352012
3.4,31.05,91.83041047,92.34059088,91.62845034,92.04654041
3.4,31.1,92.88211669,93.3755778,92.65318022,92.95739111
3.4,31.15,93.83122049,94.2670623,93.60584693,93.90327605
3.4,31.2,94.77461966,95.18248723,94.52328078,94.88604234
3.4,31.25,95.76411291,96.25927359,95.58742902,95.97340405
3.4,31.3,96.73450938,97.21077301,96.56022965,96.9800137
3.4,31.35,97.80388988,98.02635037,97.57703822,97.9743435
3.4,31.4,98.72977475,99.1168953,98.68177603,99.02089723
3.4,31.45,99.72499149,100.1189566,99.70753727,99.99622566
3.4,31.5,100.8315461,101.1664722,100.6143814,101.017332
3.4,31.55,101.7664291,101.9813225,101.6321676,101.9185585
3.4,31.6,102.792276,102.9898327,102.6367805,102.9049194
3.4,31.65,103.7165367,103.9299833,103.642036,103.9510966
3.4,31.7,104.8216781,104.8575627,104.7385584,104.7883564
3.4,31.75,105.7637394,105.9065563,105.6386948,105.8792608
3.4,31.8,106.6977489,106.7215372,106.6023514,106.6594682
3.4,31.85,107.601107,107.5631753,107.4247703,107.5881029
3.4,31.9,108.4309331,108.4526934,108.2968113,108.4022158
3.4,31.95,109.2312788,109.2848262,109.2461641,109.3001946
3.4,32,110.1475742,109.9043343,110.0436107,110.0917682
3.4,32.05,110.854762,110.7915846,110.846239,110.7351133
3.4,32.1,111.6111324,111.3119236,111.5668278,111.5415832
3.4,32.15,112.2146015,111.9450533,112.2609444,112.1651696
3.4,32.2,112.9337969,112.6956111,112.908921,112.8479889
3.4,32.25,113.455591,113.1971741,113.4950249,113.2781061
3.4,32.3,114.0152187,113.7142121,114.1067449,113.9394762
3.4,32.35,114.3937733,114.0467104,114.5398818,114.3777245
3.4,32.4,114.787952,114.3987911,114.8568251,114.6369067
3.4,32.45,115.2048106,114.8303541,115.4055477,115.0634246
3.4,32.5,115.4502127,115.0057082,115.5951848,115.2658268
3.4,32.55,115.7663742,115.3835134,115.8904543,115.4757735
3.4,32.6,115.8657941,115.4239628,116.0978306,115.6934201
3.4,32.65,116.0341018,115.5129282,116.1666733,115.914359
3.4,32.7,116.1390764,115.6665103,116.3385769,115.966297
3.4,32.75,116.1126363,115.5725022,116.3442235,115.9038685
3.4,32.8,116.0013266,115.50216,116.2769012,115.8429151
3.4,32.85,115.9881322,115.308922,116.0405611,115.772741
3.4,32.9,115.7348142,115.2415402,115.8862505,115.4031724
3.4,32.95,115.4173819,114.8191686,115.7308751,115.3246382
3.4,33,115.1162115,114.5909133,115.3595844,115.0004733
3.4,33.05,114.7879677,114.1529553,115.1172681,114.5258057
3.4,33.1,114.4734639,113.8104428,114.6714848,114.2368053
3.4,33.15,113.85582,113.4051139,114.1219076,113.7411698
3.4,33.2,113.4546013,112.853585,113.753033,113.0931862
3.4,33.25,112.7790999,112.3222778,113.1880255,112.5594116
3.4,33.3,112.227221,111.6819408,112.5056681,111.9559797
3.4,33.35,111.5639144,111.0318097,111.8360606,111.323564
3.4,33.4,110.8286542,110.2211538,111.0927829,110.6293702
3.4,33.45,110.0471036,109.5663066,110.2587686,109.890806
3.4,33.5,109.3247902,108.6898592,109.4929441,109.0167265
3.4,33.55,108.4089472,107.8723743,108.7028615,108.185616
3.4,33.6,107.606466,106.9525179,107.8569934,107.2552597
3.4,33.65,106.7444692,106.0664672,106.8454093,106.4774625
3.4,33.7,105.6431466,105.2410541,105.9041955,105.5815247
3.4,33.75,104.7520546,104.2328658,104.9662018,104.5415378
3.4,33.8,103.7518654,103.2980301,104.0319489,103.6377777
3.4,33.85,102.8139264,102.3893416,102.9934897,102.573103
3.4,33.9,101.8432241,101.3197448,101.9519188,101.5644602
3.4,33.95,100.7518999,100.5054072,100.9766162,100.687834
3.4,34,99.83446141,99.44085346,100.0459418,99.69123545
3.4,34.05,98.71657787,98.41756011,98.94723429,98.60782287
3.4,34.1,97.72159827,97.38823192,97.84148126,97.58278013
3.4,34.15,96.69725678,96.40750323,96.86892896,96.50186329
3.4,34.2,95.76849875,95.5418209,95.91320102,95.52629062
3.4,34.25,94.67737746,94.49552265,94.75661351,94.60626838
3.4,34.3,93.68101049,93.54069191,93.93939985,93.69136479
3.4,34.35,92.77610691,92.74516616,92.95113523,92.62625518
3.4,34.4,91.91045713,91.74579676,91.98528536,91.74118125
3.4,34.45,90.94592457,90.91090087,91.05584505,90.82605965
3.4,34.5,90.08456125,90.16465375,90.19564754,90.03393451
3.4,34.55,89.18988984,89.31193873,89.34080178,89.21720005
3.4,34.6,88.44791967,88.42105875,88.49433282,88.39815399
3.4,34.65,87.63718547,87.74794794,87.57277629,87.69810318
3.4,34.7,86.95159646,87.14389237,86.88456042,86.98331201
3.4,34.75,86.20379186,86.44157998,86.27689216,86.27468484
3.4,34.8,85.54603266,85.69795035,85.59072646,85.63211219
3.4,34.85,85.06460176,85.29492375,84.83581693,85.08109707
3.4,34.9,84.47770943,84.69680534,84.28769762,84.56277194
3.4,34.95,83.98740875,84.16906667,83.90775024,84.14400992
3.4,35,83.48288173,83.74899066,83.42711876,83.72382294
3.4,35.05,83.1070999,83.56543381,83.03352152,83.30439813
3.4,35.1,82.81688742,83.28588314,82.73198698,82.94142704
3.4,35.15,82.54477753,82.92265669,82.41000998,82.78039239
3.4,35.2,82.40132014,82.80977671,82.2213424,82.43654528
3.4,35.25,82.2617798,82.7021807,82.05156067,82.46649549
3.4,35.3,82.05064874,82.65663625,82.01768234,82.37872889
3.4,35.35,82.05864183,82.56906941,81.82844452,82.40214338
3.4,35.4,82.1322088,82.67837509,81.9425344,82.2626777
3.4,35.45,82.22553825,82.87154321,81.96267278,82.38062572
3.4,35.5,82.48704857,82.96831437,82.12306521,82.5565066
3.4,35.55,82.58090291,83.26436432,82.44323013,82.82280744
3.4,35.6,82.80267085,83.55048226,82.70781793,83.15597949
3.4,35.65,83.32158213,83.92853767,83.07726146,83.41457714
3.4,35.7,83.58168743,84.16394892,83.35645347,83.98153619
3.4,35.75,83.98952164,84.7248531,83.76878715,84.24877885
3.4,35.8,84.63283412,85.14844516,84.35113096,84.93510486
3.4,35.85,85.2407155,85.83408641,84.87560651,85.45847407
3.4,35.9,85.85334492,86.39368012,85.44094171,86.06743546
3.4,35.95,86.50168457,87.02537038,86.06728158,86.65627154
3.4,36,87.04564337,87.78428376,86.93127191,87.43561164
3.4,36.05,87.80245397,88.54013007,87.53719873,88.17231522
3.4,36.1,88.57859139,89.25300317,88.36340117,88.81172475
3.4,36.15,89.38384002,90.056464,89.12003654,89.82012727
3.4,36.2,90.36667975,90.86015668,89.98296158,90.66027648
3.4,36.25,91.15743901,91.82298327,90.95850094,91.51427513
3.4,36.3,92.19271463,92.62649558,91.79662382,92.27219234
3.4,36.35,93.03125917,93.52755836,92.94152418,93.25681011
3.4,36.4,93.97453945,94.55426853,93.88270667,94.23147848
3.4,36.45,95.05030557,95.54145722,94.70749011,95.33127255
3.4,36.5,95.99854532,96.43777852,95.91211437,96.31626598
3.4,36.55,97.10309104,97.4899023,96.74329506,97.16506528
3.4,36.6,97.97720568,98.46604447,97.80050538,98.18461021
3.4,36.65,99.04110672,99.42366805,98.90165873,99.30507659
3.4,36.7,99.99028509,100.3979291,99.84092598,100.167927
3.4,36.75,101.0934704,101.3711471,100.9591641,101.3001251
3.4,36.8,102.1360077,102.4015006,101.9389669,102.1579506
3.4,36.85,103.14363,103.3451234,102.9157559,103.1902663
3.4,36.9,104.1362424,104.3173055,103.9111093,104.1088202
3.4,36.95,104.99511,105.2627158,104.9282163,105.2010327
3.4,37,106.0362056,106.0681268,105.9232335,106.1321931
3.4,37.05,106.9804557,106.9506392,106.9264374,107.0546912
3.4,37.1,107.7324698,107.899778,107.6928052,107.9036162
3.4,37.15,108.5689695,108.6817291,108.6987309,108.7056305
3.4,37.2,109.4119725,109.4182753,109.498201,109.451873
3.4,37.25,110.2774158,110.1938892,110.1831742,110.338703
3.4,37.3,111.038678,110.973683,111.0157655,110.9143789
3.4,37.35,111.7720486,111.6411506,111.7639476,111.6340296
3.4,37.4,112.4735756,112.1310175,112.5139339,112.3212777
3.4,37.45,112.9242127,112.720931,113.1582432,112.9863428
3.4,37.5,113.5384751,113.230431,113.6891336,113.4446793
3.4,37.55,114.1150995,113.804999,114.1697219,113.8989375
3.4,37.6,114.455877,114.2546929,114.7358661,114.5090615
3.4,37.65,114.9133514,114.6078869,114.9733923,114.8698789
3.4,37.7,115.2279487,114.9396082,115.449659,115.211478
3.4,37.75,115.5230947,115.17996,115.7445306,115.3100771
3.4,37.8,115.8098899,115.3459267,115.903367,115.618712
3.4,37.85,116.0362259,115.5780834,116.1268326,115.8285867
3.4,37.9,116.1298663,115.5886058,116.2921525,115.7813704
3.4,37.95,116.0536148,115.6004925,116.3939929,115.9800713
3.4,38,116.0930263,115.5357295,116.2785277,115.7862293
3.4,38.05,116.0631726,115.4703601,116.1515572,115.8734491
3.4,38.1,115.9553121,115.3552911,115.9949055,115.727644
3.4,38.15,115.5919375,115.0015758,115.8750616,115.5105932
3.4,38.2,115.4788561,114.8294128,115.6765805,115.2518736
3.4,38.25,115.063553,114.4079466,115.4246137,114.8715187
3.4,38.3,114.6903988,114.1639899,114.942995,114.3657272
3.4,38.35,114.1864924,113.7415669,114.6193015,114.0402826
3.4,38.4,113.7036522,113.2044406,114.0501975,113.5196036
3.4,38.45,113.3324541,112.6262627,113.5168575,112.9170155
3.4,38.5,112.6727803,111.9980704,112.8738602,112.4070116
3.4,38.55,112.0145047,111.4372229,112.2102065,111.7698919
3.5,38.6,111.3947151,110.7089938,111.5120087,111.16586
3.5,38.65,110.6823762,110.058212,110.823871,110.4208298
3.5,38.7,109.8410419,109.3466993,110.1222591,109.534685
3.5,38.75,109.0750578,108.503787,109.2362886,108.7453482
3.5,38.8,108.284444,107.5839235,108.4230307,107.988627
3.5,38.85,107.2313112,106.7470061,107.5511469,107.1059429
3.5,38.9,106.4896353,105.9488676,106.7256896,106.150118
3.5,38.95,105.3954638,105.055123,105.6397116,105.2758819
3.5,39,104.6043362,104.03192,104.6492898,104.2982339
3.5,39.05,103.4728912,103.1592608,103.8402862,103.3833629
3.5,39.1,102.4428612,102.1645469,102.7665665,102.364491
3.5,39.15,101.6067165,101.212205,101.7595046,101.3920717
3.5,39.2,100.5745433,100.2401004,100.6947476,100.3431148
3.5,39.25,99.54978919,99.10504247,99.71784169,99.40148662
3.5,39.3,98.47346217,98.15082801,98.57388575,98.3177164
3.5,39.35,97.39492256,97.19281611,97.62888769,97.40758497
3.5,39.4,96.35728636,96.22582014,96.55568874,96.33672294
3.5,39.45,95.46828114,95.23669781,95.62454278,95.41133425
3.5,39.5,94.4346683,94.3501062,94.4847652,94.29530167
3.5,39.55,93.56793807,93.41107389,93.5279534,93.33853103
3.5,39.6,92.52631535,92.42033562,92.60999254,92.50599887
3.5,39.65,91.68981762,91.59467515,91.73995604,91.57085392
3.5,39.7,90.74903053,90.60780203,90.7751216,90.68360272
3.5,39.75,89.88998127,89.80238103,89.91586953,89.85570556
3.5,39.8,89.01970087,89.03096973,89.05418649,89.01719226
3.5,39.85,88.11460385,88.19612417,88.1561605,88.1234522
3.5,39.9,87.40307945,87.52873963,87.50882116,87.35492632
3.5,39.95,86.63174924,86.90758179,86.67089918,86.79756324
3.5,40,86.08954572,86.12967514,85.93186194,86.15145808
3.5,40.05,85.33254216,85.6208532,85.37375158,85.42907381
3.5,40.1,84.83375269,85.05414746,84.82592629,85.00616046
3.5,40.15,84.35952154,84.49950112,84.25187011,84.45552827
3.5,40.2,83.73971766,84.10433215,83.65891761,83.90046573
3.5,40.25,83.3584533,83.73921948,83.19442525,83.60052674
3.5,40.3,83.06064978,83.49529516,82.99315094,83.08803594
3.5,40.35,82.64390192,83.11564412,82.56126665,82.85822872
3.5,40.4,82.55142139,82.97877417,82.34419175,82.63129139
3.5,40.45,82.29126368,82.74773543,82.06654026,82.50333192
3.5,40.5,82.11749564,82.59504111,81.97333579,82.45675827
3.5,40.55,82.10722491,82.57264761,81.93787013,82.32742991
3.5,40.6,82.03635832,82.55840096,81.92834876,82.23010524
3.5,40.65,82.24082971,82.73059606,81.90341582,82.41417246
3.5,40.7,82.2667328,82.80504171,82.13566796,82.55559957
3.5,40.75,82.54824728,82.98110763,82.23584075,82.65584724
3.5,40.8,82.72837056,83.19032763,82.41940851,82.97562709
3.5,40.85,83.05127377,83.6489763,82.7386995,83.30103491
3.5,40.9,83.44292188,83.86407392,83.02450358,83.59111365
3.5,40.95,83.78356098,84.35366384,83.55732507,83.96564974
3.5,41,84.12683992,84.74033215,83.89005492,84.51601093
3.5,41.05,84.81613881,85.37481993,84.50894665,85.08738055
3.5,41.1,85.26362082,85.9418544,85.03201641,85.60694188
3.5,41.15,85.92721406,86.60471342,85.69709629,86.24632892
3.5,41.2,86.53872203,87.18341584,86.419843,86.92674354
3.5,41.25,87.32833847,87.93195475,86.96059535,87.59316922
3.5,41.3,88.17064459,88.67291256,87.77849946,88.37772354
3.5,41.35,88.89331934,89.37686311,88.53040074,89.14171585
3.5,41.4,89.6309517,90.18059018,89.41465225,89.912312
3.5,41.45,90.63679857,91.08473016,90.36681279,90.90729211
3.5,41.5,91.42008962,91.94650092,91.19400207,91.64642141
3.5,41.55,92.35097714,92.89721818,92.22910315,92.55829067
3.5,41.6,93.30106728,93.77155848,93.11621843,93.58082249
3.5,41.65,94.39186313,94.82299488,94.00923857,94.53896218
3.5,41.7,95.32625089,95.7412135,95.11610089,95.41043265
3.5,41.75,96.38664963,96.76586223,96.12640669,96.50055544
3.5,41.8,97.30128013,97.65128359,97.02632644,97.46844588
3.5,41.85,98.25298488,98.73212308,98.23046948,98.41987302
3.5,41.9,99.38257518,99.59694263,99.27099072,99.52518545
3.5,41.95,100.3362085,100.60941,100.2668801,100.6041403
3.5,42,101.3098699,101.618031,101.2132736,101.4195357
3.5,42.05,102.3049445,102.7079654,102.2952266,102.4844766
3.5,42.1,103.4320889,103.5020433,103.1887483,103.4385326
3.5,42.15,104.4372438,104.4943249,104.1762628,104.5334952
3.5,42.2,105.2337235,105.4813576,105.2425217,105.3385163
3.5,42.25,106.1828521,106.3790541,106.1115276,106.3425552
3.5,42.3,107.1403204,107.2400983,107.1185765,107.1951492
3.5,42.35,108.1218768,108.0877907,107.9645453,108.1384876
3.5,42.4,108.8470623,108.8006858,108.7790576,108.9211815
3.5,42.45,109.6414852,109.7321336,109.6578591,109.6763764
3.5,42.5,110.4356098,110.3884944,110.5560813,110.5573303
3.5,42.55,111.3212638,111.1783142,111.3361415,111.2229887
3.5,42.6,111.8239236,111.6885645,111.9458712,111.8458776
3.5,42.65,112.6211086,112.4021238,112.5383112,112.4441301
3.5,42.7,113.1248665,112.9901242,113.1721749,113.1770652
3.5,42.75,113.6852212,113.5239168,113.8225829,113.5685833
3.5,42.8,114.2057724,113.9574723,114.2911509,114.1591734
3.5,42.85,114.6598122,114.2839466,114.8448956,114.5520446
3.5,42.9,114.9672942,114.6299326,115.1420318,114.8240374
3.5,42.95,115.3339331,114.8827468,115.5760722,115.2778884
3.5,43,115.5607309,115.3150627,115.716275,115.5260371
3.5,43.05,115.7815767,115.3512692,116.0448232,115.5695723
3.5,43.1,115.8943544,115.4397121,116.1126502,115.7252669
3.5,43.15,116.0535259,115.4992023,116.1664309,115.954598
3.5,43.2,116.1373023,115.5200843,116.3474448,115.8312519
3.5,43.25,116.1497488,115.6261154,116.3303565,115.9053148
3.5,43.3,116.0012771,115.4275265,116.1189823,115.7044577
3.5,43.35,115.7234047,115.268201,116.0094596,115.5212934
3.5,43.4,115.5931486,114.9998217,115.8958638,115.316786
3.5,43.45,115.4173495,114.7334814,115.5699773,115.0359147
3.5,43.5,115.0037436,114.4823945,115.2612923,114.8227423
3.5,43.55,114.6206261,114.0810512,114.9214884,114.3912558
3.5,43.6,114.1884292,113.5997885,114.3446894,113.8191021
3.5,43.65,113.6286627,112.9965455,113.8820019,113.4859739
3.5,43.7,113.0529503,112.4403816,113.2903576,112.8174134
3.5,43.75,112.4852389,111.8684631,112.8429243,112.256977
3.5,43.8,111.8734289,111.2875565,112.025582,111.5309152
3.5,43.85,111.1308303,110.5807758,111.3154394,110.8941484
